IE_XML_ID#IE_NAME#IE_CODE#IP_PROP37#IP_PROP36
727#Тюмень#tyumen#Тюмени#Тюмени
728#Ишим#ishim#Ишиме#Ишима
729#Сургут#surgut#Сургуте#Сургута
730#Заводоуковск#zavodoukovsk#Заводоуковске#Заводоуковска
731#Тобольск#tobolsk#Тобольске#Тобольска
732#Тавда#tavda#Тавде#Тавда
733#Ялуторовск#yalutorovsk#Ялуторовске#Ялуторовска
734#Надым#nadym#Надыме#Надыма
735#Новый Уренгой#novyy-urengoy#Новом Уренгое#Нового Уренгоя
736#Салехард#salekhard#Салехарде#Салехарда
737#Ноябрьск#noyabrsk#Ноябрьске#Ноябрьска
738#Нягань#nyagan#Нягани#Нягани
739#Нефтеюганск#nefteyugansk#Нефтеюганске#Нефтеюганска
740#Нижневартовск#nizhnevartovsk#Нижневартовске#Нижневартовска
741#Пыть-Ях#pyt-yakh#Пыть-Яхе#Пыть-Яха
742#Ханты-Мансийск#khanty-mansiysk#Ханты-Мансийске#Ханты-Мансийска
743#Когалым#kogalym#Когалыме#Когалыма
744#Уват#uvat#Увате#Увата
745#Туртас#turtas#Туртасе#Туртаса
